task;task.short_description;Urgency;task.business_duration
INC0402102;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250080;Some;378
INC0402103;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250084;Some;243
INC0402103;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250084;Some;243
INC0402104;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250087;Some;115
INC0402104;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250087;Some;115
INC0402105;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250089;Some;504
INC0402105;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250089;Some;504
INC0402106;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250094;Some;113
INC0402106;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250094;Some;113
INC0402107;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250095;Some;113
INC0402107;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250095;Some;113
INC0402108;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250097;Some;241
INC0402108;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250097;Some;241
INC0402109;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250103;Some;112
INC0402109;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250103;Some;112
INC0402110;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250105;Some;623
INC0402110;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250105;Some;623
INC0402111;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250113;Some;244
INC0402111;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250113;Some;244
INC0402112;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250117;Some;1816
INC0402112;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250117;Some;1816
INC0402113;PRO HIGH Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [6.7267145E7 (12/04/21 05:54:00)] was greater than or equal to the threshold (3.0E7).;Not immediate;89062
INC0402113;PRO HIGH Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [6.7267145E7 (12/04/21 05:54:00)] was greater than or equal to the threshold (3.0E7).;Not immediate;89062
INC0402113;PRO HIGH Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [6.7267145E7 (12/04/21 05:54:00)] was greater than or equal to the threshold (3.0E7).;Not immediate;89062
INC0402113;PRO HIGH Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [6.7267145E7 (12/04/21 05:54:00)] was greater than or equal to the threshold (3.0E7).;Not immediate;89062
INC0402114;PRO WARN Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [6.7267145E7 (12/04/21 05:54:00)] was greater than or equal to the threshold (2.8E7).;Not immediate;89043
INC0402114;PRO WARN Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [6.7267145E7 (12/04/21 05:54:00)] was greater than or equal to the threshold (2.8E7).;Not immediate;89043
INC0402115;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250159;Some;110
INC0402115;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250159;Some;110
INC0402116;PRO WARN Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [7281060.0 (12/04/21 05:56:00)] was greater than or equal to the threshold (7000000.0).;Not immediate;88946
INC0402116;PRO WARN Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [7281060.0 (12/04/21 05:56:00)] was greater than or equal to the threshold (7000000.0).;Not immediate;88946
INC0402117;PRO HIGH Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [1.0882531E7 (12/04/21 06:06:00)] was greater than or equal to the threshold (1.0E7).;Not immediate;88387
INC0402117;PRO HIGH Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [1.0882531E7 (12/04/21 06:06:00)] was greater than or equal to the threshold (1.0E7).;Not immediate;88387
INC0402117;PRO HIGH Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [1.0882531E7 (12/04/21 06:06:00)] was greater than or equal to the threshold (1.0E7).;Not immediate;88387
INC0402117;PRO HIGH Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [1.0882531E7 (12/04/21 06:06:00)] was greater than or equal to the threshold (1.0E7).;Not immediate;88387
INC0402118;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250161;Some;112
INC0402118;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250161;Some;112
INC0402119;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250163;Some;111
INC0402119;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250163;Some;111
INC0402120;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250165;Some;122
INC0402120;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250165;Some;122
INC0402121;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250168;Some;116
INC0402121;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250168;Some;116
INC0402122;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250169;Some;112
INC0402122;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250169;Some;112
INC0402123;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250172;Some;110
INC0402123;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250172;Some;110
INC0402124;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250177;Some;117
INC0402124;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250177;Some;117
INC0402125;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250178;Some;121
INC0402125;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250178;Some;121
INC0402126;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250181;Some;111
INC0402126;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250181;Some;111
INC0402127;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250188;Some;112
INC0402127;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250188;Some;112
INC0402128;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250190;Some;110
INC0402128;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250190;Some;110
INC0402129;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250193;Some;108
INC0402129;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250193;Some;108
INC0402130;CFPLREPOR01:mon_SO_UNIX_CPU $2 time TRIGGERED EVENT: Disk I/O is overloaded on CFPLREPOR01 WITH VALUE:29.6875;Not immediate;2058
INC0402131;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250201;Some;113
INC0402131;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250201;Some;113
INC0402132;CFPLREPOR01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLREPOR01 WITH VALUE:1.1175;Not immediate;898
INC0402133;CFPLREPOR01:mon_SO_UNIX_CPU $2 time TRIGGERED EVENT: Disk I/O is overloaded on CFPLREPOR01 WITH VALUE:29.7952;Not immediate;2582
INC0402134;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250230;Some;116
INC0402134;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250230;Some;116
INC0402135;CFPLREPOR01:mon_SO_UNIX_CPU $2 time TRIGGERED EVENT: Disk I/O is overloaded on CFPLREPOR01 WITH VALUE:19.0339;Not immediate;238
INC0402136;CFPLREPOR01:mon_SO_UNIX_CPU $2 time TRIGGERED EVENT: Disk I/O is overloaded on CFPLREPOR01 WITH VALUE:27.5903;Not immediate;7527
INC0402137;CFPLREPOR01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLREPOR01 WITH VALUE:1.1775;Not immediate;5973
INC0402138;CFPLREPOR01:mon_BD_ Sentencias en ejecución TRIGGERED EVENT: Sentencias con mas de 1 hora en ejecucion WITH VALUE:ERROR 2003 (HY000): Can't connect to MySQL ser;Some;891
INC0402138;CFPLREPOR01:mon_BD_ Sentencias en ejecución TRIGGERED EVENT: Sentencias con mas de 1 hora en ejecucion WITH VALUE:ERROR 2003 (HY000): Can't connect to MySQL ser;Some;891
INC0402139;CFPLREPOR01:mon_SO_UNIX_System uptime TRIGGERED EVENT: CFPLREPOR01 has just been restarted WITH VALUE:258;Some;483
INC0402139;CFPLREPOR01:mon_SO_UNIX_System uptime TRIGGERED EVENT: CFPLREPOR01 has just been restarted WITH VALUE:258;Some;483
INC0402139;CFPLREPOR01:mon_SO_UNIX_System uptime TRIGGERED EVENT: CFPLREPOR01 has just been restarted WITH VALUE:258;Some;483
INC0402139;CFPLREPOR01:mon_SO_UNIX_System uptime TRIGGERED EVENT: CFPLREPOR01 has just been restarted WITH VALUE:258;Some;483
INC0402140;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250238;Some;110
INC0402140;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250238;Some;110
INC0402141;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250241;Some;110
INC0402141;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250241;Some;110
INC0402142;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250243;Some;112
INC0402142;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250243;Some;112
INC0402143;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250253;Some;110
INC0402143;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250253;Some;110
INC0402144;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250254;Some;110
INC0402144;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250254;Some;110
INC0402145;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250257;Some;110
INC0402145;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250257;Some;110
INC0402146;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250262;Some;112
INC0402146;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250262;Some;112
INC0402147;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250266;Some;111
INC0402147;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250266;Some;111
INC0402148;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250275;Some;370
INC0402148;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250275;Some;370
INC0402149;sopra02fw:mon_SO_UNIX_System_CPU_Usage TRIGGERED EVENT: CPU usage exceeded 50% WITH VALUE:98;Not immediate;628
INC0402149;sopra02fw:mon_SO_UNIX_System_CPU_Usage TRIGGERED EVENT: CPU usage exceeded 50% WITH VALUE:98;Not immediate;628
INC0402150;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250286;Some;119
INC0402150;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250286;Some;119
INC0402151;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250290;Some;113
INC0402151;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250290;Some;113
INC0402152;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250297;Some;112
INC0402152;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250297;Some;112
INC0402153;CFTLKBM02:mon_SO_UNIX_CPU $2 time TRIGGERED EVENT: Disk I/O is overloaded on CFTLKBM02 WITH VALUE:27.5233;Not immediate;1541
INC0402153;CFTLKBM02:mon_SO_UNIX_CPU $2 time TRIGGERED EVENT: Disk I/O is overloaded on CFTLKBM02 WITH VALUE:27.5233;Not immediate;1541
INC0402154;CFDLKBM02:mon_SO_UNIX_CPU $2 time TRIGGERED EVENT: Disk I/O is overloaded on CFDLKBM02 WITH VALUE:27.9119;Not immediate;1541
INC0402154;CFDLKBM02:mon_SO_UNIX_CPU $2 time TRIGGERED EVENT: Disk I/O is overloaded on CFDLKBM02 WITH VALUE:27.9119;Not immediate;1541
INC0402155;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250298;Some;111
INC0402155;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250298;Some;111
INC0402156;CFTLKBM02:mon_SO_UNIX_KUBERNETES_PODS_CSGI TRIGGERED EVENT: CFTLKBM02 Kubernetes Pods Is Down. WITH VALUE:0;Some;241
INC0402156;CFTLKBM02:mon_SO_UNIX_KUBERNETES_PODS_CSGI TRIGGERED EVENT: CFTLKBM02 Kubernetes Pods Is Down. WITH VALUE:0;Some;241
INC0402157;CFTLKBM02:mon_SO_UNIX_KUBERNETES_NODES_CSGI TRIGGERED EVENT: CFTLKBM02 Kubernetes Nodes Is Down. WITH VALUE:0;Some;240
INC0402157;CFTLKBM02:mon_SO_UNIX_KUBERNETES_NODES_CSGI TRIGGERED EVENT: CFTLKBM02 Kubernetes Nodes Is Down. WITH VALUE:0;Some;240
INC0402158;CFDLKBM02:mon_SO_UNIX_KUBERNETES_NODES_CSGI TRIGGERED EVENT: CFDLKBM02 Kubernetes Nodes Is Down. WITH VALUE:0;Some;241
INC0402158;CFDLKBM02:mon_SO_UNIX_KUBERNETES_NODES_CSGI TRIGGERED EVENT: CFDLKBM02 Kubernetes Nodes Is Down. WITH VALUE:0;Some;241
INC0402159;CFDLKBM02:mon_SO_UNIX_KUBERNETES_PODS_CSGI TRIGGERED EVENT: CFDLKBM02 Kubernetes Pods Is Down. WITH VALUE:0;Some;239
INC0402159;CFDLKBM02:mon_SO_UNIX_KUBERNETES_PODS_CSGI TRIGGERED EVENT: CFDLKBM02 Kubernetes Pods Is Down. WITH VALUE:0;Some;239
INC0402160;CFTLKBM02:mon_SO_UNIX_KUBERNETES_PODS_CSGI TRIGGERED EVENT: CFTLKBM02 Kubernetes Pods Is Down. WITH VALUE:0;Some;252
INC0402160;CFTLKBM02:mon_SO_UNIX_KUBERNETES_PODS_CSGI TRIGGERED EVENT: CFTLKBM02 Kubernetes Pods Is Down. WITH VALUE:0;Some;252
INC0402161;CFTLKBM02:mon_SO_UNIX_KUBERNETES_NODES_CSGI TRIGGERED EVENT: CFTLKBM02 Kubernetes Nodes Is Down. WITH VALUE:0;Some;251
INC0402161;CFTLKBM02:mon_SO_UNIX_KUBERNETES_NODES_CSGI TRIGGERED EVENT: CFTLKBM02 Kubernetes Nodes Is Down. WITH VALUE:0;Some;251
INC0402162;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;111
INC0402162;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;111
INC0402163;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:8;Some;110
INC0402163;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:8;Some;110
INC0402164;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;120
INC0402164;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;120
INC0402165;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250300;Some;111
INC0402165;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250300;Some;111
INC0402166;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;240
INC0402166;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;240
INC0402167;CFPLMYSQL01DRBD1:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:3354;Some;249
INC0402167;CFPLMYSQL01DRBD1:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:3354;Some;249
INC0402168;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;108
INC0402168;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;108
INC0402169;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250303;Some;114
INC0402169;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250303;Some;114
INC0402170;CFPLSA02WEB:mon_WEB_APACHE_URL_CFPLSA02WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.103:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;894
INC0402170;CFPLSA02WEB:mon_WEB_APACHE_URL_CFPLSA02WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.103:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;894
INC0402170;CFPLSA02WEB:mon_WEB_APACHE_URL_CFPLSA02WEB_SADD_getDescriptionCategories TRIGGERED EVENT: http://10.15.76.103:8080/SADD/getDescriptionCategories is DOWN on CFPL;Some;894
INC0402171;CFPLAGW027:mon_SO_UNIX_AGENT_PING TRIGGERED EVENT: Zabbix agent on CFPLAGW027 is unreachable for 10 minutes WITH VALUE:1;Some;1531
INC0402171;CFPLAGW027:mon_SO_UNIX_AGENT_PING TRIGGERED EVENT: Zabbix agent on CFPLAGW027 is unreachable for 10 minutes WITH VALUE:1;Some;1531
INC0402171;CFPLAGW027:mon_SO_UNIX_AGENT_PING TRIGGERED EVENT: Zabbix agent on CFPLAGW027 is unreachable for 10 minutes WITH VALUE:1;Some;1531
INC0402172;DMDB11:mon_BD_ORACLE_query[my_checks_05m,lista_bloqueos,status] TRIGGERED EVENT: zbxora[query,my_checks_05m,lista_bloqueos] failed WITH VALUE:1489;Not immediate;111
INC0402173;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:4;Some;111
INC0402173;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:4;Some;111
INC0402174;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:6;Some;110
INC0402174;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:6;Some;110
INC0402175;PRE WARN Alert Type: Latency. Threshold Crossed: 1 datapoint [39.28915977478027 (13/04/21 02:36:00)] was greater than or equal to the threshold (6.0).;Not immediate;30406
INC0402175;PRE WARN Alert Type: Latency. Threshold Crossed: 1 datapoint [39.28915977478027 (13/04/21 02:36:00)] was greater than or equal to the threshold (6.0).;Not immediate;30406
INC0402176;PRE HIGH Alert Type: Latency. Threshold Crossed: 1 datapoint [39.28915977478027 (13/04/21 02:36:00)] was greater than or equal to the threshold (10.0).;Not immediate;30416
INC0402176;PRE HIGH Alert Type: Latency. Threshold Crossed: 1 datapoint [39.28915977478027 (13/04/21 02:36:00)] was greater than or equal to the threshold (10.0).;Not immediate;30416
INC0402177;PRO WARN Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [25.0 (13/04/21 03:58:00)] was greater than or equal to the threshold (16.0).;Not immediate;25505
INC0402177;PRO WARN Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [25.0 (13/04/21 03:58:00)] was greater than or equal to the threshold (16.0).;Not immediate;25505
