task;task.short_description;Urgency;task.business_duration
INC0403275;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:8.0000;Some;636
INC0403276;CFPLWP01:mon_SO_UNIX_Number of running processes TRIGGERED EVENT: Too many processes running on CFPLWP01 WITH VALUE:37;Not immediate;119
INC0403277;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;112
INC0403277;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;112
INC0403278;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:6;Some;111
INC0403278;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:6;Some;111
INC0403279;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:12;Some;762
INC0403279;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:12;Some;762
INC0403280;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:12;Some;762
INC0403280;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:12;Some;762
INC0403281;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;1543
INC0403281;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;1543
INC0403282;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;1280
INC0403282;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;1280
INC0403283;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:4;Some;112
INC0403283;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:4;Some;112
INC0403284;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:6;Some;361
INC0403284;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:6;Some;361
INC0403285;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:9;Some;234
INC0403285;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:9;Some;234
INC0403286;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;115
INC0403286;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:1;Some;115
INC0403287;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:3;Some;113
INC0403287;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:3;Some;113
INC0403288;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:3;Some;112
INC0403288;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:3;Some;112
INC0403289;              El fichero ixestado.txt da error en la transformación;Some;63
INC0403290;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:1.0425;Not immediate;118
INC0403291;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:2.1725;Not immediate;240
INC0403291;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:2.1725;Not immediate;240
INC0403292;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:6.7975;Not immediate;368
INC0403292;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:6.7975;Not immediate;368
INC0403293;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:6.7975;Some;238
INC0403293;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:6.7975;Some;238
INC0403293;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:6.7975;Some;238
INC0403294;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:3.1800;Some;110
INC0403294;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:3.1800;Some;110
INC0403294;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:3.1800;Some;110
INC0403295;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:3.1800;Some;109
INC0403295;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:3.1800;Some;109
INC0403295;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:3.1800;Some;109
INC0403295;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:3.1800;Some;109
INC0403296;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:0.8000;Some;111
INC0403296;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:0.8000;Some;111
INC0403296;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:0.8000;Some;111
INC0403297;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:0.5975;Some;110
INC0403297;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:0.5975;Some;110
INC0403297;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:0.5975;Some;110
INC0403298;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:10.2125;Some;239
INC0403298;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:10.2125;Some;239
INC0403298;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:10.2125;Some;239
INC0403299;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:10.1925;Some;239
INC0403299;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:10.1925;Some;239
INC0403299;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:10.1925;Some;239
INC0403300;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:10.2125;Not immediate;758
INC0403300;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:10.2125;Not immediate;758
INC0403301;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:10.1925;Not immediate;634
INC0403301;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:10.1925;Not immediate;634
INC0403302;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:4.3850;Some;640
INC0403302;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:4.3850;Some;640
INC0403302;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:4.3850;Some;640
INC0403302;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:4.3850;Some;640
INC0403303;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:4.3775;Some;629
INC0403303;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:4.3775;Some;629
INC0403303;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:4.3775;Some;629
INC0403303;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:4.3775;Some;629
INC0403304;CFPLWP02:mon_SO_UNIX_Number of running processes TRIGGERED EVENT: Too many processes running on CFPLWP02 WITH VALUE:59;Not immediate;246
INC0403305;CFPLWP01:mon_SO_UNIX_Number of running processes TRIGGERED EVENT: Too many processes running on CFPLWP01 WITH VALUE:73;Not immediate;241
INC0403306;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:14.1825;Some;240
INC0403306;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:14.1825;Some;240
INC0403307;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:13.6225;Some;239
INC0403307;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:13.6225;Some;239
INC0403308;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:7.7875;Some;380
INC0403308;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:7.7875;Some;380
INC0403308;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:7.7875;Some;380
INC0403309;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:8.6625;Some;1160
INC0403309;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:8.6625;Some;1160
INC0403309;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:8.6625;Some;1160
INC0403310;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:8.6625;Not immediate;1149
INC0403310;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:8.6625;Not immediate;1149
INC0403311;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:7.7875;Not immediate;370
INC0403311;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:7.7875;Not immediate;370
INC0403312;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:8.6625;Some;1268
INC0403312;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:8.6625;Some;1268
INC0403312;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:8.6625;Some;1268
INC0403312;CFPLWP01:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP01 WITH VALUE:8.6625;Some;1268
INC0403313;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:9.4700;Some;249
INC0403313;CFPLWP02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFPLWP02 WITH VALUE:9.4700;Some;249
